-701, -1239
-693, -1242
-685, -1245
-674, -1242
-665, -1245
-653, -1241
-642, -1239
-635, -1243
-625, -1242
-615, -1240
-604, -1238
-593, -1235
-585, -1238
-577, -1240
-569, -1243
-560, -1244
-552, -1246
-539, -1236
-531, -1238
-523, -1241
-515, -1244
-502, -1235
-493, -1233
-485, -1235
-477, -1237
-469, -1239
-460, -1238
-450, -1236
-443, -1238
-435, -1239
-427, -1242
-417, -1237
-407, -1234
-398, -1230
-390, -1232
-381, -1231
-373, -1232
-366, -1235
-358, -1235
-350, -1237
-342, -1237
-334, -1236
-326, -1238
-318, -1240
-310, -1238
-301, -1237
-293, -1237
-285, -1234
-277, -1237
-270, -1237
-260, -1232
-253, -1237
-245, -1235
-238, -1236
-230, -1235
-222, -1235
-214, -1236
-206, -1236
-199, -1238
-191, -1238
-183, -1236
-175, -1232
-167, -1232
-159, -1233
-151, -1231
-144, -1233
-136, -1234
-129, -1234
-121, -1233
-113, -1233
-106, -1233
-98, -1233
-90, -1230
-83, -1228
-75, -1228
-67, -1227
-60, -1225
-52, -1225
-45, -1226
-37, -1226
-30, -1232
-22, -1232
-15, -1228
-7, -1229
0, -1230
7, -1228
15, -1228
22, -1226
30, -1226
37, -1226
45, -1226
52, -1225
60, -1225
67, -1225
75, -1224
82, -1224
90, -1223
98, -1227
105, -1222
112, -1221
120, -1221
128, -1224
136, -1227
143, -1228
151, -1227
159, -1227
166, -1228
174, -1228
181, -1226
189, -1225
196, -1223
204, -1222
211, -1220
219, -1219
226, -1219
234, -1218
242, -1217
250, -1218
258, -1220
265, -1219
274, -1220
282, -1221
289, -1220
297, -1218
304, -1216
312, -1215
319, -1210
327, -1211
334, -1209
342, -1210
350, -1208
358, -1208
368, -1213
375, -1211
383, -1211
391, -1209
399, -1210
408, -1211
416, -1209
423, -1207
432, -1209
442, -1213
450, -1212
458, -1211
466, -1208
473, -1205
481, -1205
490, -1205
498, -1202
509, -1208
516, -1204
525, -1205
532, -1202
540, -1198
550, -1202
558, -1199
568, -1202
578, -1203
586, -1201
596, -1203
605, -1202
612, -1199
620, -1195
630, -1198
641, -1200
648, -1196
656, -1193
665, -1190
675, -1192
688, -1197
697, -1197
705, -1194
715, -1193
726, -1194
736, -1195
744, -1191
752, -1188
762, -1188
774, -1190
782, -1187
792, -1185
806, -1190
815, -1189
829, -1193
837, -1189
845, -1184
852, -1179
861, -1176
872, -1176
885, -1178
902, -1185
914, -1186
922, -1181
935, -1183
947, -1183
956, -1180
963, -1174
983, -1183
992, -1179
1001, -1176
1016, -1178
1024, -1173
1036, -1171
1051, -1174
1059, -1169
1077, -1173
1084, -1167
1098, -1167
1110, -1166
1120, -1162
1139, -1168
1152, -1166
1166, -1166
1180, -1165
1201, -1172
1216, -1172
1223, -1164
1230, -1157
1210, -1124
1210, -1110
1205, -1092
1208, -1081
1199, -1060
1205, -1053
1209, -1043
1203, -1025
1200, -1010
1198, -995
1195, -981
1195, -969
1188, -951
1193, -943
1189, -928
1188, -915
1189, -905
1189, -893
1188, -881
1185, -867
1180, -853
1178, -841
1181, -832
1185, -824
1177, -807
1177, -797
1180, -788
1177, -776
1174, -764
1169, -750
1169, -740
1172, -732
1175, -724
1170, -711
1169, -700
1167, -689
1166, -679
1166, -670
1166, -660
1162, -649
1166, -642
1166, -632
1161, -620
1165, -613
1167, -605
1162, -594
1163, -585
1163, -576
1167, -569
1165, -559
1166, -551
1165, -542
1159, -530
1161, -523
1162, -515
1163, -507
1159, -497
1157, -487
1159, -480
1158, -471
1157, -463
1156, -454
1156, -446
1157, -438
1156, -429
1156, -421
1159, -414
1161, -407
1155, -397
1157, -390
1155, -381
1155, -374
1156, -366
1151, -357
1153, -349
1155, -342
1157, -335
1155, -327
1159, -320
1155, -312
1157, -305
1159, -297
1161, -290
1161, -283
1162, -276
1164, -268
1163, -261
1157, -252
1159, -245
1159, -238
1156, -230
1157, -222
1159, -215
1163, -209
1164, -202
1165, -194
1166, -187
1163, -179
1163, -172
1165, -165
1165, -158
1161, -150
1159, -142
1160, -135
1160, -128
1161, -121
1162, -114
1163, -107
1159, -99
1164, -93
1162, -85
1163, -78
1163, -71
1167, -64
1167, -57
1167, -50
1168, -43
1168, -35
1165, -28
1165, -21
1167, -14
1168, -7
1193, 0
1192, 7
1198, 14
1193, 21
1192, 29
1193, 36
1206, 44
1555, 66
1566, 76
1579, 87
1571, 96
1578, 106
1577, 116
1576, 126
1574, 135
1573, 145
1570, 154
1571, 164
1568, 173
1566, 183
1564, 192
1562, 202
1561, 212
1561, 221
1558, 231
1554, 240
1551, 249
1547, 258
1545, 268
1543, 277
1542, 287
1540, 296
1540, 306
1538, 315
1538, 325
1536, 335
1534, 344
1537, 355
1538, 365
1535, 374
1533, 384
1536, 394
1536, 404
1534, 414
1539, 425
1538, 435
1536, 445
1533, 455
1535, 465
1535, 476
1532, 485
1529, 495
1526, 504
1540, 519
1539, 529
1555, 545
1557, 557
1557, 568
1555, 578
1565, 592
1566, 604
1592, 625
1589, 635
1585, 645
1581, 655
1538, 648
1532, 656
1528, 666
1523, 675
1521, 685
1518, 695
1515, 705
1517, 717
1513, 727
1510, 737
1507, 747
1514, 762
1510, 771
1506, 781
1502, 791
1498, 800
1496, 811
1512, 832
1508, 842
1512, 856
1506, 865
1510, 880
1508, 891
1507, 903
1514, 920
1508, 929
1504, 939
1508, 955
1504, 965
1504, 978
1500, 989
1494, 998
1502, 1017
1501, 1030
1499, 1042
1497, 1054
1491, 1064
1495, 1080
1498, 1097
1494, 1108
1498, 1125
1498, 1140
1493, 1151
1495, 1167
1497, 1183
1495, 1197
1499, 1215
1497, 1228
1500, 1246
1496, 1259
1489, 1269
1493, 1288
1497, 1307
1493, 1320
1499, 1342
1491, 1351
1483, 1360
1469, 1365
1444, 1358
1427, 1359
1406, 1356
1387, 1354
1366, 1349
1352, 1352
1331, 1348
1315, 1348
1301, 1350
1280, 1344
1263, 1343
1247, 1342
1235, 1346
1215, 1341
1205, 1346
1191, 1346
1176, 1346
1154, 1338
1145, 1345
1124, 1336
1113, 1339
1101, 1342
1083, 1337
1074, 1342
1054, 1334
1045, 1340
1032, 1339
1017, 1337
1006, 1339
993, 1339
978, 1336
966, 1337
956, 1340
943, 1339
931, 1340
885, 1291
876, 1294
861, 1289
849, 1289
837, 1286
827, 1289
812, 1283
801, 1283
793, 1287
782, 1286
770, 1284
759, 1284
748, 1284
740, 1289
732, 1293
745, 1335
737, 1340
729, 1344
712, 1333
703, 1335
691, 1332
678, 1326
668, 1327
657, 1326
648, 1329
640, 1332
628, 1329
618, 1329
610, 1332
598, 1327
589, 1330
580, 1331
567, 1324
559, 1327
551, 1330
542, 1332
532, 1330
520, 1326
512, 1327
503, 1330
493, 1326
483, 1326
475, 1327
465, 1327
456, 1327
447, 1328
438, 1327
428, 1325
420, 1327
410, 1323
401, 1323
392, 1323
384, 1325
375, 1326
367, 1329
359, 1331
352, 1337
353, 1377
353, 1409
354, 1453
352, 1483
346, 1498
337, 1502
335, 1535
334, 1581
325, 1583
315, 1585
299, 1557
228, 1225
220, 1227
213, 1228
205, 1231
198, 1233
190, 1234
181, 1223
173, 1223
166, 1223
158, 1224
151, 1225
145, 1239
143, 1292
136, 1300
132, 1341
124, 1346
115, 1347
109, 1369
102, 1387
93, 1388
85, 1389
76, 1389
61, 1250
52, 1227
45, 1228
37, 1228
30, 1236
22, 1237
15, 1238
7, 1273
0, 1277
-7, 1297
-16, 1322
-24, 1323
-32, 1333
-41, 1346
-50, 1359
-59, 1373
-68, 1388
-77, 1406
-87, 1424
-97, 1439
-106, 1450
-117, 1468
-127, 1480
-140, 1518
-151, 1535
-160, 1534
-170, 1533
-154, 1319
-161, 1307
-169, 1306
-178, 1312
-186, 1315
-194, 1310
-202, 1309
-202, 1260
-210, 1257
-217, 1251
-225, 1254
-233, 1255
-243, 1262
-254, 1281
-268, 1307
-291, 1375
-309, 1416
-325, 1448
-340, 1473
-372, 1569
-383, 1572
-393, 1571
-403, 1569
-412, 1566
-422, 1564
-432, 1562
-438, 1546
-376, 1296
-383, 1292
-390, 1287
-398, 1284
-407, 1285
-419, 1295
-438, 1328
-508, 1508
-613, 1619
-603, 1565
-610, 1553
-604, 1512
-599, 1473
-591, 1427
-584, 1387
-581, 1355
-573, 1315
-568, 1283
-545, 1210
-546, 1193
-554, 1190
-559, 1182
-566, 1178
-575, 1179
-584, 1179
-592, 1176
-604, 1183
-612, 1179
-619, 1175
-620, 1161
-627, 1157
-635, 1153

