-732, -1293
-719, -1288
-705, -1282
-687, -1267
-678, -1269
-669, -1271
-649, -1252
-640, -1252
-629, -1250
-617, -1246
-607, -1243
-595, -1238
-585, -1237
-570, -1225
-562, -1228
-547, -1214
-538, -1214
-528, -1212
-519, -1212
-503, -1195
-494, -1194
-485, -1192
-476, -1192
-466, -1186
-456, -1183
-444, -1172
-436, -1174
-427, -1171
-419, -1172
-409, -1167
-400, -1164
-392, -1162
-383, -1162
-373, -1153
-363, -1147
-354, -1142
-347, -1144
-339, -1144
-329, -1136
-321, -1136
-314, -1137
-306, -1136
-298, -1133
-286, -1112
-278, -1112
-270, -1108
-263, -1110
-256, -1109
-248, -1106
-241, -1105
-233, -1104
-225, -1096
-217, -1094
-210, -1094
-203, -1095
-196, -1090
-187, -1082
-180, -1081
-173, -1079
-166, -1075
-158, -1071
-151, -1069
-145, -1070
-138, -1065
-130, -1059
-124, -1060
-116, -1053
-110, -1052
-103, -1051
-97, -1051
-90, -1048
-83, -1045
-76, -1040
-69, -1034
-63, -1034
-57, -1032
-50, -1031
-44, -1032
-37, -1028
-31, -1019
-24, -1014
-18, -1014
-12, -1012
-6, -1010
0, -1009
6, -1005
12, -1002
18, -1002
24, -1000
30, -998
36, -997
42, -990
48, -989
54, -989
60, -985
66, -983
72, -982
78, -978
83, -974
89, -970
95, -968
101, -967
107, -967
113, -965
118, -964
124, -963
130, -962
134, -945
140, -944
145, -943
151, -942
156, -936
162, -936
169, -940
173, -931
180, -938
186, -937
190, -928
196, -927
201, -923
207, -922
212, -920
218, -919
223, -918
229, -916
235, -915
239, -908
245, -907
250, -905
255, -903
261, -901
267, -901
272, -898
278, -896
282, -891
287, -889
292, -886
297, -883
303, -883
308, -879
313, -877
319, -875
324, -873
330, -871
336, -871
339, -864
347, -869
352, -866
355, -859
361, -857
366, -854
371, -852
377, -852
382, -849
388, -847
393, -844
396, -838
401, -836
407, -833
417, -842
419, -834
425, -831
432, -833
437, -830
442, -828
447, -825
452, -822
459, -822
464, -819
464, -808
474, -814
479, -811
484, -808
486, -799
491, -796
495, -793
500, -790
510, -795
515, -792
521, -790
525, -785
530, -784
538, -785
543, -782
548, -779
553, -775
558, -772
562, -768
567, -765
572, -761
579, -761
587, -762
593, -760
599, -758
605, -756
610, -752
614, -749
618, -744
623, -740
627, -736
638, -740
643, -737
651, -736
657, -734
665, -734
670, -730
674, -726
678, -721
685, -719
689, -715
695, -712
699, -708
709, -709
714, -706
725, -707
729, -702
733, -698
737, -693
744, -691
751, -689
757, -686
762, -683
769, -680
774, -676
778, -671
786, -669
794, -668
805, -669
810, -665
814, -660
821, -657
826, -653
834, -651
840, -647
851, -647
855, -642
862, -639
867, -635
872, -630
882, -629
889, -626
898, -624
905, -621
910, -616
913, -610
919, -606
929, -604
934, -599
945, -598
954, -596
957, -590
964, -586
976, -585
982, -580
990, -577
1000, -574
1006, -570
1014, -566
1023, -563
1026, -556
1040, -556
1044, -550
1051, -545
1059, -541
1064, -535
1075, -532
1088, -531
1095, -526
1099, -519
1110, -516
1121, -513
1127, -508
1136, -503
1154, -503
1157, -496
1167, -492
1173, -486
1190, -484
1194, -477
1199, -471
1216, -469
1231, -466
1244, -462
1250, -456
1256, -449
1267, -444
1275, -438
1295, -436
1299, -429
1316, -426
1319, -417
1335, -414
1349, -409
1352, -401
1376, -399
1385, -392
1395, -386
1410, -381
1428, -376
1433, -368
1447, -362
1462, -356
1476, -350
1495, -345
1506, -338
1534, -334
1551, -328
1553, -318
1555, -309
1530, -294
1516, -282
1504, -270
1501, -260
1493, -249
1487, -239
1483, -229
1479, -219
1470, -208
1468, -199
1462, -189
1459, -180
1454, -170
1449, -160
1448, -151
1443, -142
1438, -132
1429, -123
1429, -114
1422, -104
1418, -95
1413, -86
1409, -77
1406, -69
1403, -60
1403, -51
1391, -42
1388, -34
1387, -25
1380, -16
1377, -8
1372, 0
1368, 8
1362, 16
1362, 25
1360, 33
1350, 41
1346, 49
1342, 57
1341, 65
1339, 74
1336, 82
1332, 90
1329, 98
1327, 106
1326, 114
1318, 121
1312, 129
1310, 137
1309, 145
1308, 153
1302, 160
1300, 168
1293, 175
1292, 183
1290, 191
1289, 199
1283, 206
1282, 214
1276, 221
1275, 229
1274, 237
1269, 244
1267, 252
1263, 259
1260, 266
1258, 274
1256, 282
1254, 289
1253, 297
1245, 303
1243, 311
1241, 319
1239, 326
1237, 334
1232, 341
1229, 348
1227, 355
1226, 363
1223, 371
1221, 378
1224, 388
1216, 393
1214, 401
1210, 408
1207, 415
1204, 422
1204, 430
1197, 436
1198, 445
1197, 453
1193, 460
1190, 467
1187, 474
1184, 482
1178, 488
1175, 495
1172, 502
1166, 508
1162, 515
1159, 522
1160, 531
1156, 538
1153, 545
1150, 552
1144, 558
1141, 565
1137, 572
1138, 582
1135, 589
1131, 595
1127, 602
1123, 609
1119, 616
1115, 623
1114, 631
1110, 638
1106, 645
1102, 651
1098, 658
1098, 667
1095, 675
1091, 681
1087, 688
1083, 695
1079, 702
1075, 708
1072, 716
1102, 746
1098, 753
1094, 760
1092, 769
1087, 775
1086, 784
1085, 794
1358, 1007
1370, 1029
1364, 1038
1360, 1048
1361, 1062
1356, 1072
1349, 1080
1343, 1088
1344, 1103
1330, 1119
1323, 1127
1321, 1139
1314, 1147
1323, 1170
1316, 1178
